Speaker_&#39;Gbenga-Sesan_729 Speaker_&#39;Gbenga-Sesan
Speaker_Diane-Wolk-Rogers_2413 Speaker_Diane-Wolk-Rogers
Speaker_Dianna-Cohen_4930 Speaker_Dianna-Cohen
Speaker_Dick-M.-Carpenter-II_1169 Speaker_Dick-M.-Carpenter-II
Speaker_Didier-Sornette_4120 Speaker_Didier-Sornette
Speaker_Diebedo-Francis-Kere_3958 Speaker_Diebedo-Francis-Kere
Speaker_Diego-Prilusky_1278 Speaker_Diego-Prilusky
Speaker_Dilip-Ratha_3699 Speaker_Dilip-Ratha
Speaker_Dimitar-Sasselov_4991 Speaker_Dimitar-Sasselov
Speaker_Dina-Katabi_2291 Speaker_Dina-Katabi
Speaker_Dina-Zielinski_1864 Speaker_Dina-Zielinski
Speaker_Dolly-Chugh_2083 Speaker_Dolly-Chugh
Speaker_Dominic-Price_622 Speaker_Dominic-Price
Speaker_Don-Tapscott_3102 Speaker_Don-Tapscott
Speaker_Don-Tapscott_4443 Speaker_Don-Tapscott
Speaker_Donald-Hoffman_3478 Speaker_Donald-Hoffman
Speaker_Donald-Sadoway_4537 Speaker_Donald-Sadoway
Speaker_Dorie-Clark_169 Speaker_Dorie-Clark
Speaker_Doris-Kearns-Goodwin_5416 Speaker_Doris-Kearns-Goodwin
Speaker_Doug-MacKay_339 Speaker_Doug-MacKay
Speaker_Doug-Roble_1759 Speaker_Doug-Roble
Speaker_Douglas-J.-Casa_3764 Speaker_Douglas-J.-Casa
Speaker_Douglas-Rushkoff_2012 Speaker_Douglas-Rushkoff
Speaker_Douglas-Thomas_1633 Speaker_Douglas-Thomas
Speaker_Dr.-Phillip-Atiba-Goff_1573 Speaker_Dr.-Phillip-Atiba-Goff
Speaker_Dread-Scott_2225 Speaker_Dread-Scott
Speaker_Drew-Berry_4616 Speaker_Drew-Berry
Speaker_Drew-Philp_2437 Speaker_Drew-Philp
Speaker_Duarte-Geraldino_2755 Speaker_Duarte-Geraldino
Speaker_Dustin-Schroeder_2494 Speaker_Dustin-Schroeder
Speaker_Dustin-Tahmahkera_1057 Speaker_Dustin-Tahmahkera
Speaker_Dustin-Yellin_3434 Speaker_Dustin-Yellin
Speaker_Dwan-Reece_280 Speaker_Dwan-Reece
Speaker_Dyan-deNapoli_4727 Speaker_Dyan-deNapoli
Speaker_Dylan-Marron_2405 Speaker_Dylan-Marron
Speaker_E.O.-Wilson_5659 Speaker_E.O.-Wilson
Speaker_Eames-Demetrios_5242 Speaker_Eames-Demetrios
Speaker_Eben-Bayer_4943 Speaker_Eben-Bayer
Speaker_Ed-Boyden_3119 Speaker_Ed-Boyden
Speaker_Ed-Boyden_4788 Speaker_Ed-Boyden
Speaker_Ed-Ulbrich_5334 Speaker_Ed-Ulbrich
Speaker_Ed-Yong_3867 Speaker_Ed-Yong
Speaker_Eddi-Reader_5629 Speaker_Eddi-Reader
Speaker_Eddie-Obeng_4356 Speaker_Eddie-Obeng
Speaker_Eddy-Cartaya_3957 Speaker_Eddy-Cartaya
Speaker_Eden-Girma_1371 Speaker_Eden-Girma
Speaker_Edith-Widder_4785 Speaker_Edith-Widder
Speaker_Edsel-Salvana_2599 Speaker_Edsel-Salvana
Speaker_Eduardo-Briceno_2961 Speaker_Eduardo-Briceno
Speaker_Eduardo-Saenz-de-Cabezon_3529 Speaker_Eduardo-Saenz-de-Cabezon
Speaker_Edward-Burtynsky_5173 Speaker_Edward-Burtynsky
Speaker_Edward-Burtynsky_5682 Speaker_Edward-Burtynsky
Speaker_Edward-Snowden_3875 Speaker_Edward-Snowden
Speaker_Edward-Tenner_1402 Speaker_Edward-Tenner
Speaker_Edward-Tenner_4718 Speaker_Edward-Tenner
Speaker_Einstein-the-Parrot_5441 Speaker_Einstein-the-Parrot
Speaker_Elaine-Fong_701 Speaker_Elaine-Fong
Speaker_Eldra-Jackson_2004 Speaker_Eldra-Jackson
Speaker_Eleanor-Longden_4064 Speaker_Eleanor-Longden
Speaker_Eleni-Gabre-Madhin_5567 Speaker_Eleni-Gabre-Madhin
Speaker_Eleni-Myrivili_102 Speaker_Eleni-Myrivili
Speaker_Eli-Pariser_1456 Speaker_Eli-Pariser
Speaker_Eli-Pariser_4799 Speaker_Eli-Pariser
Speaker_Elif-Shafak_2732 Speaker_Elif-Shafak
Speaker_Elif-Shafak_4994 Speaker_Elif-Shafak
Speaker_Elif-Shafak_909 Speaker_Elif-Shafak
Speaker_Elise-LeGrow_2173 Speaker_Elise-LeGrow
Speaker_Elise-Roy_3134 Speaker_Elise-Roy
Speaker_Elizabeth-&quot;Zibi&quot;-Turtle_967 Speaker_Elizabeth-&quot;Zibi&quot;-Turtle
Speaker_Elizabeth-Blackburn_2682 Speaker_Elizabeth-Blackburn
Speaker_Elizabeth-Camarillo-Gutierrez_1178 Speaker_Elizabeth-Camarillo-Gutierrez
Speaker_Elizabeth-Cawein_2226 Speaker_Elizabeth-Cawein
Speaker_Elizabeth-Cox_1149 Speaker_Elizabeth-Cox
Speaker_Elizabeth-Cox_296 Speaker_Elizabeth-Cox
Speaker_Elizabeth-Cox_56 Speaker_Elizabeth-Cox
Speaker_Elizabeth-Cox_663 Speaker_Elizabeth-Cox
Speaker_Elizabeth-Cox_864 Speaker_Elizabeth-Cox
Speaker_Elizabeth-Cox_998 Speaker_Elizabeth-Cox
Speaker_Elizabeth-Dunn_1782 Speaker_Elizabeth-Dunn
Speaker_Elizabeth-Gilbert_3838 Speaker_Elizabeth-Gilbert
Speaker_Elizabeth-Lesser_3003 Speaker_Elizabeth-Lesser
Speaker_Elizabeth-Lev_3282 Speaker_Elizabeth-Lev
Speaker_Elizabeth-Lindsey_4848 Speaker_Elizabeth-Lindsey
Speaker_Elizabeth-Lyle_1990 Speaker_Elizabeth-Lyle
Speaker_Elizabeth-Nyamayaro_3427 Speaker_Elizabeth-Nyamayaro
Speaker_Elizabeth-Pisani_5068 Speaker_Elizabeth-Pisani
Speaker_Elizabeth-Stordeur-Pryor_1249 Speaker_Elizabeth-Stordeur-Pryor
Speaker_Elizabeth-Waters_2190 Speaker_Elizabeth-Waters
Speaker_Elizabeth-Wayne_2729 Speaker_Elizabeth-Wayne
Speaker_Elizabeth-White_2289 Speaker_Elizabeth-White
Speaker_Elizabeth-Zion_353 Speaker_Elizabeth-Zion
Speaker_Ella-Al-Shamahi_1641 Speaker_Ella-Al-Shamahi
Speaker_Ellen-&#39;t-Hoen_4302 Speaker_Ellen-&#39;t-Hoen
Speaker_Ellen-Dunham-Jones_5005 Speaker_Ellen-Dunham-Jones
Speaker_Ellen-Jorgensen_3071 Speaker_Ellen-Jorgensen
Speaker_Ellen-Jorgensen_4278 Speaker_Ellen-Jorgensen
Speaker_Elliot-Krane_4786 Speaker_Elliot-Krane
Speaker_Elon-Musk_204 Speaker_Elon-Musk
Speaker_Elon-Musk_2878 Speaker_Elon-Musk
Speaker_Elon-Musk_4223 Speaker_Elon-Musk
Speaker_Elora-Hardy_3499 Speaker_Elora-Hardy
Speaker_Elyn-Saks_4442 Speaker_Elyn-Saks
Speaker_Elyse-Cox_920 Speaker_Elyse-Cox
Speaker_Eman-Mohammed_3710 Speaker_Eman-Mohammed
Speaker_Emilie-Wapnick_3389 Speaker_Emilie-Wapnick
Speaker_Emily-Balcetis_3645 Speaker_Emily-Balcetis
Speaker_Emily-Dickinson_792 Speaker_Emily-Dickinson
Speaker_Emily-Leproust_686 Speaker_Emily-Leproust
Speaker_Emily-Levesque_807 Speaker_Emily-Levesque
Speaker_Emily-Levine_2375 Speaker_Emily-Levine
Speaker_Emily-Nagoski_1548 Speaker_Emily-Nagoski
Speaker_Emily-Nagoski_2389 Speaker_Emily-Nagoski
Speaker_Emily-Parsons-Lord_2972 Speaker_Emily-Parsons-Lord
Speaker_Emily-Quinn_1931 Speaker_Emily-Quinn
Speaker_Emily-Zobel-Marshall_301 Speaker_Emily-Zobel-Marshall
Speaker_Emma-Belcher_1430 Speaker_Emma-Belcher
Speaker_Emma-Bryce_2187 Speaker_Emma-Bryce
Speaker_Emma-Bryce_317 Speaker_Emma-Bryce
Speaker_Emma-Hart_244 Speaker_Emma-Hart
Speaker_Emma-Marris_3132 Speaker_Emma-Marris
Speaker_Emma-Marris_534 Speaker_Emma-Marris
Speaker_Emma-Schachner_1372 Speaker_Emma-Schachner
Speaker_Emma-Teeling_4340 Speaker_Emma-Teeling
Speaker_Emmanuel-During_6 Speaker_Emmanuel-During
Speaker_Emmett-Shear_1562 Speaker_Emmett-Shear
Speaker_Enric-Sala_2353 Speaker_Enric-Sala
Speaker_Enric-Sala_2354 Speaker_Enric-Sala
Speaker_Enric-Sala_406 Speaker_Enric-Sala
Speaker_Enric-Sala_5041 Speaker_Enric-Sala
Speaker_Enrico-Ramirez-Ruiz_1391 Speaker_Enrico-Ramirez-Ruiz
Speaker_Enrique-Penalosa_3960 Speaker_Enrique-Penalosa
Speaker_Enzo-Romero_53 Speaker_Enzo-Romero
Speaker_Erez-Yoeli_2030 Speaker_Erez-Yoeli
Speaker_Eric-Berridge_2403 Speaker_Eric-Berridge
Speaker_Eric-Dishman_4187 Speaker_Eric-Dishman
Speaker_Eric-Hinterman_362 Speaker_Eric-Hinterman
Speaker_Eric-Liu_1768 Speaker_Eric-Liu
Speaker_Eric-Liu_3085 Speaker_Eric-Liu
Speaker_Eric-Liu_3753 Speaker_Eric-Liu
Speaker_Eric-Sanderson_5191 Speaker_Eric-Sanderson
Speaker_Eric-Sannerud_1237 Speaker_Eric-Sannerud
Speaker_Eric-Whitacre_4219 Speaker_Eric-Whitacre
Speaker_Eric-Whitacre_4822 Speaker_Eric-Whitacre
Speaker_Eric-X.-Li_4101 Speaker_Eric-X.-Li
Speaker_Erica-Frenkel_4595 Speaker_Erica-Frenkel
Speaker_Erik-Brynjolfsson_4176 Speaker_Erik-Brynjolfsson
Speaker_Erik-Hersman_5292 Speaker_Erik-Hersman
Speaker_Erik-Johansson_4586 Speaker_Erik-Johansson
Speaker_Erik-Schlangen_4255 Speaker_Erik-Schlangen
Speaker_Erika-Gregory_2984 Speaker_Erika-Gregory
Speaker_Erika-Hamden_1718 Speaker_Erika-Hamden
Speaker_Erika-Pinheiro_1442 Speaker_Erika-Pinheiro
Speaker_Erin-Baumgartner_980 Speaker_Erin-Baumgartner
Speaker_Erin-Marie-Saltman_2777 Speaker_Erin-Marie-Saltman
Speaker_Erin-McKean_3614 Speaker_Erin-McKean
Speaker_Erin-McKean_5584 Speaker_Erin-McKean
Speaker_Erin-Meezan_279 Speaker_Erin-Meezan
Speaker_Ermias-Kebreab_259 Speaker_Ermias-Kebreab
Speaker_Ernesto-Sirolli_4315 Speaker_Ernesto-Sirolli
Speaker_Erricka-Bridgeford_2395 Speaker_Erricka-Bridgeford
Speaker_Es-Devlin_1775 Speaker_Es-Devlin
Speaker_Esha-Alwani_1836 Speaker_Esha-Alwani
Speaker_Essam-Daod_2326 Speaker_Essam-Daod
Speaker_Esta-Soler_3910 Speaker_Esta-Soler
Speaker_Estelle-Gibson_1126 Speaker_Estelle-Gibson
Speaker_Esther-Duflo_5048 Speaker_Esther-Duflo
Speaker_Esther-Perel_3491 Speaker_Esther-Perel
Speaker_Esther-Perel_4252 Speaker_Esther-Perel
Speaker_Esther-Perel_660 Speaker_Esther-Perel
Speaker_Ethan-Hawke_1015 Speaker_Ethan-Hawke
Speaker_Ethan-Lindenberger_1667 Speaker_Ethan-Lindenberger
Speaker_Ethan-Lisi_1209 Speaker_Ethan-Lisi
Speaker_Eugenia-Cheng_1859 Speaker_Eugenia-Cheng
Speaker_Euna-Lee_2745 Speaker_Euna-Lee
Speaker_Euvin-Naidoo_5592 Speaker_Euvin-Naidoo
Speaker_Eva-Galperin_1267 Speaker_Eva-Galperin
Speaker_Eva-Vertes_5691 Speaker_Eva-Vertes
Speaker_Eva-Zeisel_5373 Speaker_Eva-Zeisel
Speaker_Evan-Grant_5217 Speaker_Evan-Grant
Speaker_Evan-Williams_5330 Speaker_Evan-Williams
Speaker_Eve-Abrams_2457 Speaker_Eve-Abrams
Speaker_Eve-Ensler_1408 Speaker_Eve-Ensler
Speaker_Eve-Ensler_4729 Speaker_Eve-Ensler
Speaker_Eve-Ensler_5120 Speaker_Eve-Ensler
Speaker_Eve-Ensler_5429 Speaker_Eve-Ensler
Speaker_Eve-Ensler_5699 Speaker_Eve-Ensler
Speaker_Eve-Pearlman_1811 Speaker_Eve-Pearlman
Speaker_Evelyn-Glennie_5633 Speaker_Evelyn-Glennie
Speaker_Eythor-Bender_4828 Speaker_Eythor-Bender
Speaker_Fabian-Hemmert_4950 Speaker_Fabian-Hemmert
Speaker_Fabien-Cousteau_3686 Speaker_Fabien-Cousteau
Speaker_Fabio-Pacucci_219 Speaker_Fabio-Pacucci
Speaker_Fabio-Pacucci_367 Speaker_Fabio-Pacucci
Speaker_Fabio-Pacucci_74 Speaker_Fabio-Pacucci
Speaker_Fabio-Pacucci_879 Speaker_Fabio-Pacucci
Speaker_Fahad-Al-Attiya_4264 Speaker_Fahad-Al-Attiya
Speaker_Faith-Osier_2113 Speaker_Faith-Osier
Speaker_Fang-Ruan_1274 Speaker_Fang-Ruan
Speaker_Farida-Nabourema_1876 Speaker_Farida-Nabourema
Speaker_Fariel-Salahuddin_228 Speaker_Fariel-Salahuddin
Speaker_Farish-Ahmad-Noor_1079 Speaker_Farish-Ahmad-Noor
Speaker_Farwiza-Farhan_405 Speaker_Farwiza-Farhan
Speaker_Fatima-AlZahra&#39;a-Alatraktchi_1828 Speaker_Fatima-AlZahra&#39;a-Alatraktchi
Speaker_Fawn-Qiu_3027 Speaker_Fawn-Qiu
Speaker_Federica-Bianco_1557 Speaker_Federica-Bianco
Speaker_Fei-Fei-Li_3541 Speaker_Fei-Fei-Li
Speaker_Fields-Wicker-Miurin_5169 Speaker_Fields-Wicker-Miurin
Speaker_Finn-Lutzow-Holm-Myrstad_2087 Speaker_Finn-Lutzow-Holm-Myrstad
Speaker_Fiorenzo-Omenetto_4792 Speaker_Fiorenzo-Omenetto
Speaker_France-Villarta_1256 Speaker_France-Villarta
Speaker_Frances-Frei_2398 Speaker_Frances-Frei
Speaker_Frances-Larson_3399 Speaker_Frances-Larson
Speaker_Francesco-Sauro_3371 Speaker_Francesco-Sauro
Speaker_Francis-de-los-Reyes_3707 Speaker_Francis-de-los-Reyes
Speaker_Francisca-Mutapi_363 Speaker_Francisca-Mutapi
Speaker_Franco-Sacchi_5384 Speaker_Franco-Sacchi
Speaker_Frank-Gehry_5520 Speaker_Frank-Gehry
Speaker_Frank-Gehry_5544 Speaker_Frank-Gehry
Speaker_Frank-Warren_4523 Speaker_Frank-Warren
Speaker_Frans-Lanting_3681 Speaker_Frans-Lanting
Speaker_Frans-Lanting_5644 Speaker_Frans-Lanting
Speaker_Frans-de-Waal_4522 Speaker_Frans-de-Waal
Speaker_Franz-Freudenthal_3091 Speaker_Franz-Freudenthal
Speaker_Fred-Jansen_3527 Speaker_Fred-Jansen
Speaker_Fred-Krupp_2204 Speaker_Fred-Krupp
Speaker_Fred-Swaniker_3688 Speaker_Fred-Swaniker
Speaker_Frederic-Kaplan_3939 Speaker_Frederic-Kaplan
Speaker_Frederick-Balagadde_5056 Speaker_Frederick-Balagadde
Speaker_Fredros-Okumu_2594 Speaker_Fredros-Okumu
Speaker_Fredy-Peccerelli_3599 Speaker_Fredy-Peccerelli
Speaker_Freeman-Hrabowski_4192 Speaker_Freeman-Hrabowski
Speaker_G.T.-Bynum_2675 Speaker_G.T.-Bynum
Speaker_Gabby-Rivera_2039 Speaker_Gabby-Rivera
Speaker_Gabe-Zichermann_4658 Speaker_Gabe-Zichermann
Speaker_Gabriel-Barcia-Colombo_4428 Speaker_Gabriel-Barcia-Colombo
Speaker_Gabriel-Kra_215 Speaker_Gabriel-Kra
Speaker_Gabriel-Prieto_1115 Speaker_Gabriel-Prieto
Speaker_Gabriela-Gonzalez_2743 Speaker_Gabriela-Gonzalez
Speaker_Gabrielle-Walker_311 Speaker_Gabrielle-Walker
Speaker_Gala-Marija-Vrbanic_306 Speaker_Gala-Marija-Vrbanic
Speaker_Gangadhar-Patil_1525 Speaker_Gangadhar-Patil
Speaker_Gareth-Gaskell_1014 Speaker_Gareth-Gaskell
Speaker_Garik-Israelian_5198 Speaker_Garik-Israelian
Speaker_Garry-Kasparov_211 Speaker_Garry-Kasparov
Speaker_Garth-Sundem_4277 Speaker_Garth-Sundem
Speaker_Gary-Devore_607 Speaker_Gary-Devore
Speaker_Gary-Flake_5096 Speaker_Gary-Flake
Speaker_Gary-Greenberg_4333 Speaker_Gary-Greenberg
Speaker_Gary-Haugen_3521 Speaker_Gary-Haugen
Speaker_Gary-Lauder_5090 Speaker_Gary-Lauder
Speaker_Gary-Liu_2296 Speaker_Gary-Liu
Speaker_Gary-Wolf_4947 Speaker_Gary-Wolf
Speaker_Gaston-Acurio_2332 Speaker_Gaston-Acurio
Speaker_Gautam-Bhan_2658 Speaker_Gautam-Bhan
Speaker_Gavin-McCormick_399 Speaker_Gavin-McCormick
Speaker_Gavin-Pretor-Pinney_4084 Speaker_Gavin-Pretor-Pinney
Speaker_Gavin-Schmidt_3832 Speaker_Gavin-Schmidt
Speaker_Gay-Gordon-Byrne_278 Speaker_Gay-Gordon-Byrne
Speaker_Gayle-Tzemach-Lemmon_3461 Speaker_Gayle-Tzemach-Lemmon
Speaker_Gayle-Tzemach-Lemmon_4601 Speaker_Gayle-Tzemach-Lemmon
Speaker_Ge-Wang_3785 Speaker_Ge-Wang
Speaker_Geena-Rocero_3863 Speaker_Geena-Rocero
Speaker_Geert-Chatrou_4856 Speaker_Geert-Chatrou
Speaker_Gene-Luen-Yang_2367 Speaker_Gene-Luen-Yang
Speaker_Genevieve-Bell_788 Speaker_Genevieve-Bell
Speaker_Genevieve-von-Petzinger_3323 Speaker_Genevieve-von-Petzinger
Speaker_Geoff-Emberling_467 Speaker_Geoff-Emberling
Speaker_Geoff-Mulgan_4702 Speaker_Geoff-Mulgan
Speaker_Geoffrey-Canada_4156 Speaker_Geoffrey-Canada
Speaker_Geoffrey-West_4738 Speaker_Geoffrey-West
Speaker_George-Blair-West_1971 Speaker_George-Blair-West
Speaker_George-Dyson_5531 Speaker_George-Dyson
Speaker_George-Monbiot_4046 Speaker_George-Monbiot
Speaker_George-Papandreou_4123 Speaker_George-Papandreou
Speaker_George-Steinmetz_2598 Speaker_George-Steinmetz
Speaker_George-Takei_3778 Speaker_George-Takei
Speaker_George-Whitesides_5050 Speaker_George-Whitesides
Speaker_George-Whitesides_5114 Speaker_George-Whitesides
Speaker_George-Zaidan_1189 Speaker_George-Zaidan
Speaker_Georges-Nzongola-Ntalaja_545 Speaker_Georges-Nzongola-Ntalaja
Speaker_Georgette-Mulheir_4332 Speaker_Georgette-Mulheir
Speaker_Geraldine-Hamilton_3963 Speaker_Geraldine-Hamilton
Speaker_Gerard-Ryle_3120 Speaker_Gerard-Ryle
Speaker_Gerd-Gigerenzer_1273 Speaker_Gerd-Gigerenzer
Speaker_German-Santillan_506 Speaker_German-Santillan
Speaker_Gero-Miesenboeck_4919 Speaker_Gero-Miesenboeck
Speaker_Gerry-Wright_1243 Speaker_Gerry-Wright
Speaker_Gever-Tulley_5551 Speaker_Gever-Tulley
Speaker_Ghada-Wali_2170 Speaker_Ghada-Wali
Speaker_Gil-Winch_845 Speaker_Gil-Winch
Speaker_Gill-Hicks_3153 Speaker_Gill-Hicks
Speaker_Gillian-Tett_124 Speaker_Gillian-Tett
Speaker_Gina-Gutierrez_137 Speaker_Gina-Gutierrez
Speaker_Giorgia-Lupi_2899 Speaker_Giorgia-Lupi
Speaker_Giulia-Enders_2712 Speaker_Giulia-Enders
Speaker_Glen-Henry_2407 Speaker_Glen-Henry
Speaker_Glenn-Cantave_1658 Speaker_Glenn-Cantave
Speaker_Glenn-Greenwald_3698 Speaker_Glenn-Greenwald
Speaker_Gloria-Chan-Packer_37 Speaker_Gloria-Chan-Packer
Speaker_Gloria-Steinem_835 Speaker_Gloria-Steinem
Speaker_Golan-Levin_5231 Speaker_Golan-Levin
Speaker_Gonzalo-Vilarino_3106 Speaker_Gonzalo-Vilarino
Speaker_Gordon-Brown_5233 Speaker_Gordon-Brown
Speaker_Gowri-Shankar_342 Speaker_Gowri-Shankar
Speaker_Grace-Kim_2816 Speaker_Grace-Kim
Speaker_Grady-Booch_2946 Speaker_Grady-Booch
Speaker_Graham-Hawkes_5395 Speaker_Graham-Hawkes
Speaker_Graham-Hill_4696 Speaker_Graham-Hill
Speaker_Graham-Hill_5036 Speaker_Graham-Hill
Speaker_Greg-Anderson_713 Speaker_Greg-Anderson
Speaker_Greg-Asner_3973 Speaker_Greg-Asner
Speaker_Greg-Gage_2736 Speaker_Greg-Gage
Speaker_Greg-Gage_3512 Speaker_Greg-Gage
Speaker_Greg-Lynn_5360 Speaker_Greg-Lynn
Speaker_Greg-Stone_4920 Speaker_Greg-Stone
Speaker_Gregoire-Courtine_3991 Speaker_Gregoire-Courtine
Speaker_Gregory-Heyworth_3266 Speaker_Gregory-Heyworth
Speaker_Gregory-Petsko_5379 Speaker_Gregory-Petsko
Speaker_Gregory-Stock_5298 Speaker_Gregory-Stock
Speaker_Greta-Thunberg_1936 Speaker_Greta-Thunberg
Speaker_Gretchen-Carlson_2710 Speaker_Gretchen-Carlson
Speaker_Gretchen-Carlson,-David-Brooks_2903 Speaker_Gretchen-Carlson,-David-Brooks
Speaker_Guillaume-Nery_3313 Speaker_Guillaume-Nery
Speaker_Gus-Casely-Hayford_2724 Speaker_Gus-Casely-Hayford
Speaker_Guy-Philippe-Goldstein_4685 Speaker_Guy-Philippe-Goldstein
Speaker_Guy-Winch_1383 Speaker_Guy-Winch
Speaker_Guy-Winch_2577 Speaker_Guy-Winch
Speaker_Guy-Winch_3571 Speaker_Guy-Winch
Speaker_Gwynne-Shotwell_2412 Speaker_Gwynne-Shotwell
Speaker_H.E.-Ellen-Johnson-Sirleaf_1069 Speaker_H.E.-Ellen-Johnson-Sirleaf
Speaker_Haas&amp;Hahn_3673 Speaker_Haas&amp;Hahn
Speaker_Hadi-Eldebek_2466 Speaker_Hadi-Eldebek
Speaker_Hadyn-Parry_4288 Speaker_Hadyn-Parry
Speaker_Haimanti-Roy_566 Speaker_Haimanti-Roy
Speaker_Hajer-Sharief_1628 Speaker_Hajer-Sharief
Speaker_Halima-Aden_2220 Speaker_Halima-Aden
Speaker_Halla-Tomasdottir_3030 Speaker_Halla-Tomasdottir
Speaker_Halla-Tomasdottir_341 Speaker_Halla-Tomasdottir
Speaker_Halla-Tomasdottir_4898 Speaker_Halla-Tomasdottir
Speaker_Hamish-Jolly_3841 Speaker_Hamish-Jolly
Speaker_Hanako-Sawada_485 Speaker_Hanako-Sawada
Speaker_Handspring-Puppet-Co._4824 Speaker_Handspring-Puppet-Co.
Speaker_Hanna-Rosin_4895 Speaker_Hanna-Rosin
Speaker_Hannah-Brencher_4326 Speaker_Hannah-Brencher
Speaker_Hannah-Burckstummer_2417 Speaker_Hannah-Burckstummer
Speaker_Hannah-Fry_3572 Speaker_Hannah-Fry
Speaker_Hannah-Gadsby_1780 Speaker_Hannah-Gadsby
Speaker_Hans-Rosling_4480 Speaker_Hans-Rosling
Speaker_Hans-Rosling_4831 Speaker_Hans-Rosling
Speaker_Hans-Rosling_4940 Speaker_Hans-Rosling
Speaker_Hans-Rosling_4998 Speaker_Hans-Rosling
Speaker_Hans-Rosling_5166 Speaker_Hans-Rosling
Speaker_Hans-Rosling_5222 Speaker_Hans-Rosling
Speaker_Hans-Rosling_5277 Speaker_Hans-Rosling
Speaker_Hans-Rosling_5605 Speaker_Hans-Rosling
Speaker_Hans-Rosling_5717 Speaker_Hans-Rosling
Speaker_Harald-Haas_4733 Speaker_Harald-Haas
Speaker_Harish-Manwani_3936 Speaker_Harish-Manwani
Speaker_Harry-Baker_3558 Speaker_Harry-Baker
Speaker_Harry-Cliff_3296 Speaker_Harry-Cliff
Speaker_Hasan-Elahi_4677 Speaker_Hasan-Elahi
Speaker_Hasan-Kwame-Jeffries_934 Speaker_Hasan-Kwame-Jeffries
Speaker_Hasini-Jayatilaka_2238 Speaker_Hasini-Jayatilaka
Speaker_Heather-Barnett_3767 Speaker_Heather-Barnett
Speaker_Heather-Brooke_4353 Speaker_Heather-Brooke
Speaker_Heather-C.-McGhee_1187 Speaker_Heather-C.-McGhee
Speaker_Heather-Knight_4871 Speaker_Heather-Knight
Speaker_Hector-Garcia_3025 Speaker_Hector-Garcia
Speaker_Hector-Lanz_2192 Speaker_Hector-Lanz
Speaker_Hector-Ruiz_5499 Speaker_Hector-Ruiz
Speaker_Heejae-Lim_67 Speaker_Heejae-Lim
Speaker_Hei-Man-Chan_42 Speaker_Hei-Man-Chan
Speaker_Heidi-Boisvert_1414 Speaker_Heidi-Boisvert
Speaker_Heidi-Grant_1664 Speaker_Heidi-Grant
Speaker_Helder-Guimaraes_3562 Speaker_Helder-Guimaraes
Speaker_Helen-Fisher_3073 Speaker_Helen-Fisher
Speaker_Helen-Fisher_5463 Speaker_Helen-Fisher
Speaker_Helen-M.-Farrell_3304 Speaker_Helen-M.-Farrell
Speaker_Helen-Marriage_1818 Speaker_Helen-Marriage
Speaker_Helen-Pearson_2744 Speaker_Helen-Pearson
Speaker_Hendrik-Poinar_4134 Speaker_Hendrik-Poinar
Speaker_Henna-Maria-Uusitupa_1393 Speaker_Henna-Maria-Uusitupa
Speaker_Henri-Picciotto_152 Speaker_Henri-Picciotto
Speaker_Henri-Picciotto_195 Speaker_Henri-Picciotto
Speaker_Henri-Picciotto_227 Speaker_Henri-Picciotto
Speaker_Henri-Picciotto_38 Speaker_Henri-Picciotto
Speaker_Henry-Markram_5188 Speaker_Henry-Markram
Speaker_Henry-Richardson_27 Speaker_Henry-Richardson
Speaker_Herbie-Hancock_5137 Speaker_Herbie-Hancock
Speaker_Heribert-Watzke_4931 Speaker_Heribert-Watzke
Speaker_Herman-Narula_1526 Speaker_Herman-Narula
Speaker_Hetain-Patel_4006 Speaker_Hetain-Patel
Speaker_Hilary-Cottam_3370 Speaker_Hilary-Cottam
Speaker_Hillel-Cooperman_5007 Speaker_Hillel-Cooperman
Speaker_His-Holiness-Pope-Francis_764 Speaker_His-Holiness-Pope-Francis
Speaker_His-Holiness-the-Karmapa_4967 Speaker_His-Holiness-the-Karmapa
Speaker_Hod-Lipson_5571 Speaker_Hod-Lipson
Speaker_Hongqiao-Liu_437 Speaker_Hongqiao-Liu
Speaker_Honor-Harger_4757 Speaker_Honor-Harger
Speaker_Hortensia-Jimenez-Diaz_4230 Speaker_Hortensia-Jimenez-Diaz
Speaker_How-to-Be-a-Better-Human_689 Speaker_How-to-Be-a-Better-Human
Speaker_Howard-Rheingold_5533 Speaker_Howard-Rheingold
Speaker_Hubertus-Knabe_3760 Speaker_Hubertus-Knabe
Speaker_Hugh-Evans_3214 Speaker_Hugh-Evans
Speaker_Hugh-Herr_2364 Speaker_Hugh-Herr
Speaker_Huma-Yusuf_9 Speaker_Huma-Yusuf
Speaker_Hyunsoo-Joshua-No_1409 Speaker_Hyunsoo-Joshua-No
Speaker_Hyunsoo-Joshua-No_929 Speaker_Hyunsoo-Joshua-No
Speaker_Iain-Hutchison_4849 Speaker_Iain-Hutchison
Speaker_Ian-Bremmer_246 Speaker_Ian-Bremmer
Speaker_Ian-Bremmer_3050 Speaker_Ian-Bremmer
Speaker_Ian-Firth_2316 Speaker_Ian-Firth
Speaker_Ian-Goldin_5182 Speaker_Ian-Goldin
Speaker_Ian-Kerner_281 Speaker_Ian-Kerner
Speaker_Ian-Ritchie_4690 Speaker_Ian-Ritchie
Speaker_Ike-Ude_2481 Speaker_Ike-Ude
